date_idx,num_tweets,text
467,12,my great friends from nascar are having their big race today the daytona 500 . brian france and the france family are special people . enjoy the race ! thank you to kenstarr former independent counsel whitewater for your insight and powerful words on fisa abuse russian meddling etc . really great interview with mariabartiromogreat pollster john mclaughlin now has the gop up in the generic congressional ballot . big gain over last 4 weeks . i guess people are loving the big tax cuts given them by the republicans the cuts the dems want to take away . we need more republicans ! the fake news of big ratings loser cnn . https : t . co rysv90cnvsif it was the goal of russia to create discord disruption and chaos within the u . s . then with all of the committee hearings investigations and party hatred they have succeeded beyond their wildest dreams . they are laughing their asses off in moscow . get smart america ! rt mike pence : big night . largest ever dallas county gop reagan day dinner . as i told the crowd under president realdonaldtrump : promise now that adam schiff is starting to blame president obama for russian meddling in the election he is probably doing so as yet another excuse that the democrats lead by their fearless leader crooked hillary clinton lost the 2016 election . but wasn t i a great candidate ? i never said russia did not meddle in the election i said it may be russia or china or another country or group or it may be a 400 pound genius sitting in bed and playing with his computer . the russian hoax was that the trump campaign colluded with russia it never did ! finally liddle adam schiff the leakin monster of no control is now blaming the obama administration for russian meddling in the 2016 election . he is finally right about something . obama was president knew of the threat and did nothing . thank you adam ! never gotten over the fact that obama was able to send 1 . 7 billion dollars in cash to iran and nobody in congress the fbi or justice called for an investigation ! general mcmaster forgot to say that the results of the 2016 election were not impacted or changed by the russians and that the only collusion was between russia and crooked h the dnc and the dems . remember the dirty dossier uranium speeches emails and the podesta company ! very sad that the fbi missed all of the many signals sent out by the florida school shooter . this is not acceptable . they are spending too much time trying to prove russian collusion with the trump campaign there is no collusion . get back to the basics and make us all proud !
468,3,obama was president up to and beyond the 2016 election . so why didn t he do something about russian meddling ? have a great but very reflective president s day ! just watched a very insecure oprah winfrey who at one point i knew very well interview a panel of people on 60 minutes . the questions were biased and slanted the facts incorrect . hope oprah runs so she can be exposed and defeated just like all of the others !
469,13,main street is booming thanks to our incredible tax cut and reform law . this shows small business owners are more than just optimistic they are ready to grow their businesses . https : t . co w9aw68uwoj . . . . cameras running . another false accusation . why doesn t washingtonpost report the story of the women taking money to make up stories about me ? one had her home mortgage paid off . only foxnews so reported . . . doesn t fit the mainstream media narrative . a woman i don t know and to the best of my knowledge never met is on the front page of the fake news washington post saying i kissed her for two minutes yet in the lobby of trump tower 12 years ago . never happened ! who would do this in a public space with live security . . . . . . i have been much tougher on russia than obama just look at the facts . total fake news ! hope republicans in the great state of pennsylvania challenge the new pushed congressional map all the way to the supreme court if necessary . your original was correct ! don t let the dems take elections away from you so that they can raise taxes amp ; waste money ! matt schlapp and cpac are getting ready for another exciting event . big difference from those days when president obama held the white house . you ve come a long way matt ! republicans are now leading the generic poll perhaps because of the popular tax cuts which the dems want to take away . actually they want to raise you taxes substantially . also they want to do nothing on daca r s want to fix ! . . . . the president obama quote just before election . that s because he thought crooked hillary was going to win and he didn t want to rock the boat . when i easily won the electoral college the whole game changed and the russian excuse became the narrative of the dems . there is no serious person out there who would suggest somehow that you could even rig america s elections there s no evidence that that has happened in the past or that it will happen this time and so i d invite mr . trump to stop whining and make his case to get votes . . . . . . thank you to foxandfriends for the great timeline on all of the failures the obama administration had against russia including crimea syria and so much more . we are now starting to win again ! the faith of donald trump a book just out by david brody and scott lamb is a very interesting read . enjoy ! the u . s . economy is looking very good in my opinion even better than anticipated . companies are pouring back into our country reversing the long term trend of leaving . the unemployment numbers are looking great and regulations amp ; taxes have been massively cut ! jobs jobs jobs . mittromney has announced he is running for the senate from the wonderful state of utah . he will make a great senator and worthy successor to orrinhatch and has my full support and endorsement !
470,8,. flotus melania and i join millions of people around the world in mourning the passing of billy graham . our prayers are with his children grandchildren great grandchildren and all who worked closely with reverend graham in his lifelong ministry . https : t . co e1697tcyaiyesterday it was my great honor to recognize extraordinary law enforcement officers and first responders and to award them the the highest possible decoration for bravery by public safety officers the medal of valor . americanheroes https : t . co em0wbbvy5pquestion : if all of the russian meddling took place during the obama administration right up to january 20th why aren t they the subject of the investigation ? why didn t obama do something about the meddling ? why aren t dem crimes under investigation ? ask jeff sessions ! the great billy graham is dead . there was nobody like him ! he will be missed by christians and all religions . a very special man . question : if all of the russian meddling took place during the obama administration right up to january 20th why aren t they the subject of the investigation ? why didn t obama do something about the meddling ? why aren t dem crimes under investigation ? ask jeff session ! cnn msnbc whether we are republican or democrat we must now focus on strengthening background checks ! so true thank you ! https : t . co 9ttxlfokyzbad ratings cnn amp ; msnbc got scammed when they covered the anti trump russia rally wall to wall . they probably knew it was fake news but because it was a rally against me they pushed it hard anyway . two really dishonest newscasters but the public is wise !
471,10,today it was my great honor to host a school safety roundtable at the whitehouse with state and local leaders law enforcement officers and education officials . there is nothing more important than protecting our children . they deserve to be safe and we will deliver ! https : t . co whc2axgwxoon behalf of an entire nation congratulations to the u . s . women 's hockey team on winning the gold ! goteamusa olympics https : t . co 3cuzwlvguawill be meeting with lawmakers today at 11 : 30 a . m . to discuss school safety . next week it will be with our nation s governors . it s been many years of all talk no action . we ll get it done ! what many people don t understand or don t want to understand is that wayne chris and the folks who work so hard at the nra are great people and great american patriots . they love our country and will do the right thing . make america great again ! i will be strongly pushing comprehensive background checks with an emphasis on mental health . raise age to 21 and end sale of bump stocks ! congress is in a mood to finally do something on this issue i hope ! . . . . if a potential sicko shooter knows that a school has a large number of very weapons talented teachers and others who will be instantly shooting the sicko will never attack that school . cowards won t go there . . . problem solved . must be offensive defense alone won t work ! . . . . history shows that a school shooting lasts on average 3 minutes . it takes police amp ; first responders approximately 5 to 8 minutes to get to site of crime . highly trained gun adept teachers coaches would solve the problem instantly before police arrive . great deterrent ! . . . . immediately fire back if a savage sicko came to a school with bad intentions . highly trained teachers would also serve as a deterrent to the cowards that do this . far more assets at much less cost than guards . a gun free school is a magnet for bad people . attacks would end ! i never said give teachers guns like was stated on fake news cnn amp ; nbc . what i said was to look at the possibility of giving concealed guns to gun adept teachers with military or special training experience only the best . 20 of teachers a lot would now be able toi will always remember the time i spent today with courageous students teachers and families . so much love in the midst of so much pain . we must not let them down . we must keep our children safe ! ! full listening session : https : t . co x5venyqx5p https : t . co capfx5odip
472,10,thank you to the great men and women of the united states secretservice for a job well done ! today flotus melania and i were honored to welcome prime minister turnbullmalcolm and mrs . turnbull of australia to the whitehouse ! press conference : https : t . co rkokjgrsgu https : t . co pkjuw8x9jbour nation s motto is in god we trust . this week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean . we will never forget the historic crowds the voice the energy and the profound faith of billy graham ! cpac2018 https : t . co 5gdh7jonkvwe salute our great american flag we put our hands on our hearts for the pledge of allegiance and we all proudly stand for the national anthem . cpac2018 https : t . co qgkw2xgjp0after years of rebuilding other nations we are finally rebuilding our nation and we are restoring our confidence and our pride ! cpac2018 https : t . co rd9otu8iexfor those of you who are still interested the democrats have totally forgotten about daca . not a lot of interest on this subject from them ! my daughter ivanka just arrived in south korea . we cannot have a better or smarter person representing our country . cpac today ! ms 13 gang members are being removed by our great ice and border patrol agents by the thousands but these killers come back in from el salvador and through mexico like water . el salvador just takes our money and mexico must help more with this problem . we need the wall ! school shooting survivor says he quit cnn town hall after refusing scripted question . tuckercarlson . just like so much of cnn fake news . that s why their ratings are so bad ! msnbc may be worse .
473,10,russians had no compromising information on donald trump foxnews of course not because there is none and never was . this whole witch hunt is an illegal disgrace . . . and obama did nothing about russia ! dem memo : fbi did not disclose who the clients were the clinton campaign and the dnc . wow ! the democrat memo response on government surveillance abuses is a total political and legal bust . just confirms all of the terrible things that were done . so illegal ! big cpac straw poll results : 93 approve of the job president trump is doing thank you ! . 50 say president trump should tweet more or same funny ! . 79 say republicans in congress should do a better job of working with president trump starting to happen . dems are no longer talking daca ! out of sight out of mind they say . daca beneficiaries should not be happy . nancy pelosi truly doesn t care about them . republicans stand ready to make a deal ! unemployment claims are at the lowest level since 1973 . much of this has to do with the massive cutting of unnecessary and job killing regulations ! democrat judges have totally redrawn election lines in the great state of pennsylvania . foxnews . this is very unfair to republicans and to our country as a whole . must be appealed to the united states supreme court asap ! armed educators and trusted people who work within a school love our students and will protect them . very smart people . must be firearms adept amp ; have annual training . should get yearly bonus . shootings will not happen again a big amp ; very inexpensive deterrent . up to states . rt realdonaldtrump : i will be strongly pushing comprehensive background checks with an emphasis on mental health . raise age to 21 and end so true wayne and lowest black unemployment in history ! https : t . co gdxxjdzqum
474,6,rt whitehouse : merit based immigration reform will benefit american workers and relieve the strain imposed by our current system on federa rt vollrathtammie : realdonaldtrump foxnews https : t . co seri7vyh5irt foxnews : president realdonaldtrump on dem fisa memo : a lot of bad things happened on the other side not on this side but the other rt foxnews : president realdonaldtrump on daca : i'm the one that 's pushing daca and the democrats are nowhere to be found . https : t . co i will be interviewed by judgejeanine on foxnews at 9 : 00 p . m . enjoy ! congressman schiff omitted and distorted key facts foxnews so what else is new . he is a total phony !
476,8,. senatorwicker of mississippi has been a great supporter and incredible help in getting our massive tax cut bill done and approved . also big help on cutting regs . i am with him in his re election all the way ! texas lc george p . bush backed me when it wasn t the politically correct thing to do and i back him now . also ac sid miller has been with me from the beginning he is trump s man in texas . also support comptroller glenn hegar and railroad commissioner christi craddick . american consumers are the most confident they've been since 2000 . . . . a strong job market is boosting confidence . the unemployment rate has stayed at a 17 year low . https : t . co al7avor7xci want to encourage all of my many texas friends to vote in the primary for governor greg abbott senator ted cruz lt . gov . dan patrick and attorney general ken paxton . they are helping me to make america great again ! vote early or on march 6th . witch hunt ! we ve seen no evidence of collusion . . . . i have seen nothing the firing of james comey and all of the aftermath that suggests that the president has obstructed justice because he s exercising his power as the president of the u . s . i just don t see it . judge ken starr i ve been skeptical about the collusion and obstruction claims for the last year . i just don t see the evidence . . . . in terms of the collusion it s all a bit implausible based on the evidence we have . jonathan turley on foxnews he s got a very good point . somebody in the justice department has a treasure trove of evidence of mrs . clinton s criminality at her own hands or through others that ought to be investigated . i fully agree with the president on that . judgenapolitano on marthamaccallum show
477,10,it was an honor to welcome bipartisan members of congress for a discussion on safe schools and safe communities . as we continue to mourn the loss of so many precious young lives in parkland we are determined to turn our grief into action . full meeting : https : t . co tbl94scm01 https : t . co tmumusor9xtoday we honor billy graham as only three private citizens before him have been honored . we say a prayer for our country : that all across this land the lord will raise up men and women like billy graham to spread a message of love and hope to every precious child of god . https : t . co em4lzuzpx9starting at a small bible school in florida billy graham soon led a nationwide revival . from a large tent in los angeles to one hundred thousand people in a single day at yankee stadium to more than two million people at madison square garden over sixteen weeks in 1957 . . . https : t . co z1vvaemlbptoday in the center of this great chamber lies billy graham an ambassador for christ who reminded the world of the power of prayer and the gift of god s grace . https : t . co 5amh8nfpjwwhy is a . g . jeff sessions asking the inspector general to investigate potentially massive fisa abuse . will take forever has no prosecutorial power and already late with reports on comey etc . isn t the i . g . an obama guy ? why not use justice department lawyers ? disgraceful ! 45 year low on illegal border crossings this year . ice and border patrol agents are doing a great job for our country . ms 13 thugs being hit hard . i have decided that sections of the wall that california wants built now will not be built until the whole wall is approved . big victory yesterday with ruling from the courts that allows us to proceed . our country must have border security ! the heritage foundation has just stated that 64 of the trump agenda is already done faster than even ronald reagan . we re blown away said thomas binion of heritage president trump is very active very conservative and very effective . huge volume amp ; spectrum of issues . big legal win today . u . s . judge sided with the trump administration and rejected the attempt to stop the government from building a great border wall on the southern border . now this important project can go forward ! such a beautiful map thank you ! https : t . co fyqdgkvsro
478,6,together we will face this challenge as a national family with conviction with unity and with a commitment to love and support our neighbors in times of dire need . working together we will defeat this opioidepidemic . full opioid summit : https : t . co qqfevr4bbf https : t . co ofvr0djmef consumer confidence in february highest since november 2000 https : t . co ugajrawexx manufacturing in u . s . expands at fastest pace since may 2004 https : t . co xzkws8ttmlunemployment filings are at their lowest level in over 48 years . great news for workers and jobs jobs jobs ! maga https : t . co szhtarzfrwour steel and aluminum industries and many others have been decimated by decades of unfair trade and bad policy with countries from around the world . we must not let our country companies and workers be taken advantage of any longer . we want free fair and smart trade ! many ideas some good amp ; some not so good emerged from our bipartisan meeting on school safety yesterday at the white house . background checks a big part of conversation . gun free zones are proven targets of killers . after many years a bill should emerge . respect 2nd amendment !
479,13,heading to billy graham funeral . a special man ! rest in peace billy graham ! https : t . co 2qmouccvc2when a country taxes our products coming in at say 50 and we tax the same product coming into our country at zero not fair or smart . we will soon be starting reciprocal taxes so that we will charge the same thing as they charge us . 800 billion trade deficit have no choice ! we must protect our country and our workers . our steel industry is in bad shape . if you don t have steel you don t have a country ! eric we are all with you and your family ! look forward to seeing you back on t . v . https : t . co d6y3q00bsyalec baldwin whose dying mediocre career was saved by his terrible impersonation of me on snl now says playing me was agony . alec it was agony for those who were forced to watch . bring back darrell hammond funnier and a far greater talent ! when a country usa is losing many billions of dollars on trade with virtually every country it does business with trade wars are good and easy to win . example when we are down 100 billion with a certain country and they get cute don t trade anymore we win big . it s easy ! alex baldwin whose dieing mediocre career was saved by his impersonation of me on snl now says playing djt was agony for him . alex it was also agony for those who were forced to watch . you were terrible . bring back darrell hammond much funnier and a far greater talent ! good great meeting in the oval office tonight with the nra ! rt ivankatrump : my oped on the importance of youthsports participation and how this administration is seeking to lift barriers so all our rt scavino45 : trump comes through saves 1 . 4 billion on new air force one https : t . co cn3taqywprmanufacturing growing at the fastest pace in almost two decades ! jobless claims at a 49 year low !
480,4,if the e . u . wants to further increase their already massive tariffs and barriers on u . s . companies doing business there we will simply apply a tax on their cars which freely pour into the u . s . they make it impossible for our cars and more to sell there . big trade imbalance ! the united states has an 800 billion dollar yearly trade deficit because of our very stupid trade deals and policies . our jobs and wealth are being given to other countries that have taken advantage of us for years . they laugh at what fools our leaders have been . no more ! mainstream media in u . s . is being mocked all over the world . they ve gone crazy ! https : t . co 4ugyujpua7happy national anthem day ! https : t . co cf1eugmbku
481,1,the gridiron dinner last night was great fun . i am accomplishing a lot in washington and have never had a better time doing something and especially since this is for the american people !
482,6,it s march 5th and the democrats are nowhere to be found on daca . gave them 6 months they just don t care . where are they ? we are ready to make a deal ! why did the obama administration start an investigation into the trump campaign with zero proof of wrongdoing long before the election in november ? wanted to discredit so crooked h would win . unprecedented . bigger than watergate ! plus obama did nothing about russian meddling . to protect our country we must protect american steel ! america first . . . treat our farmers much better . highly restrictive . mexico must do much more on stopping drugs from pouring into the u . s . they have not done what needs to be done . millions of people addicted and dying . we have large trade deficits with mexico and canada . nafta which is under renegotiation right now has been a bad deal for u . s . a . massive relocation of companies amp ; jobs . tariffs on steel and aluminum will only come off if new amp ; fair nafta agreement is signed . also canada must . . we are on the losing side of almost all trade deals . our friends and enemies have taken advantage of the u . s . for many years . our steel and aluminum industries are dead . sorry it s time for a change ! make america great again !
483,8,possible progress being made in talks with north korea . for the first time in many years a serious effort is being made by all parties concerned . the world is watching and waiting ! may be false hope but the u . s . is ready to go hard in either direction ! federal judge in maryland has just ruled that president trump has the right to end daca . president obama had 8 years to fix this problem and didn t . i am waiting for the dems they are running for the hills ! lowest rated oscars in history . problem is we don t have stars anymore except your president just kidding of course ! rt erictrump : congratulations foxnews : fox has 15 of the top 20 shows with seanhannity and tuckercarlson leading the pack at 1st and 2n we will see what happens ! https : t . co y1qxoaufd9we are getting it done jobs and security ! https : t . co ui8bubj7yrtotal inaction on daca by dems . where are you ? a deal can be made ! the new fake news narrative is that there is chaos in the white house . wrong ! people will always come amp ; go and i want strong dialogue before making a final decision . i still have some people that i want to change always seeking perfection . there is no chaos only great energy !
484,6,the u . s . is acting swiftly on intellectual property theft . we cannot allow this to happen as it has for many years ! china has been asked to develop a plan for the year of a one billion dollar reduction in their massive trade deficit with the united states . our relationship with china has been a very good one and we look forward to seeing what ideas they come back with . we must act soon ! from bush 1 to present our country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated trade deficits of more than 12 trillion dollars . last year we had a trade deficit of almost 800 billion dollars . bad policies amp ; leadership . must win again ! maga markburnetttv realromadowney from bush 1 to present our country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated trade deficits of more than 12 trillion dollars . last year we had a trade deficit of almost 800 billion dollars . bad policies amp ; leadership . must win again ! magagreat couple great book ! https : t . co cldi79rin8will be making a decision soon on the appointment of new chief economic advisor . many people wanting the job will choose wisely !
485,5,presidential proclamation on adjusting imports of aluminum into the united states proclamation : https : t . co acamtoual0remarks : https : t . co nypercqfsu https : t . co rcrkpvchkz presidential proclamation on adjusting imports of steel into the united states proclamation : https : t . co hxduwsoelzremarks : https : t . co nypercqfsu https : t . co q92fdyzeulgreat meeting with cabinet at the whitehouse today ! maga https : t . co inwj0qtoszhappy internationalwomensday first lady melania trump to present the 2018 international women of courage award https : t . co ewytfxgvn2looking forward to 3 : 30 p . m . meeting today at the white house . we have to protect amp ; build our steel and aluminum industries while at the same time showing great flexibility and cooperation toward those that are real friends and treat us fairly on both trade and the military .
486,5,spoke to pm turnbullmalcolm of australia . he is committed to having a very fair and reciprocal military and trade relationship . working very quickly on a security agreement so we don t have to impose steel or aluminum tariffs on our ally the great nation of australia ! that s right repbost ! thank you for your support in helping put america back to work . it s about jobs jobs jobs for our incredible workers and putting america first ! https : t . co chuqea6rsclook forward to being in pennsylvania tomorrow in support of rick saccone4pa18 . big crowd expected in moon township . vote rick and see you there ! magajobs jobs jobs ! maga https : t . co yaaqrca7zskim jong un talked about denuclearization with the south korean representatives not just a freeze . also no missile testing by north korea during this period of time . great progress being made but sanctions will remain until an agreement is reached . meeting being planned !
487,11,join me live in moon township pennsylvania at 7 : 00pme . great crowd for a maga rally ! https : t . co pyjng0wgdlthe european union wonderful countries who treat the u . s . very badly on trade are complaining about the tariffs on steel amp ; aluminum . if they drop their horrific barriers amp ; tariffs on u . s . products going in we will likewise drop ours . big deficit . if not we tax cars etc . fair ! in the first hours after hearing that north korea s leader wanted to meet with me to talk denuclearization and that missile launches will end the press was startled amp ; amazed . they couldn t believe it . but by the following morning the news became fake . they said so what who cares ! north korea has not conducted a missile test since november 28 2017 and has promised not to do so through our meetings . i believe they will honor that commitment ! heading to moon township pennsylvania to be with a really good person state representative rick saccone who is running for congress . big amp ; happy crowd why not some of the best economic numbers ever . rick will help me a lot . also tough on crime amp ; border . loves 2nd a amp ; vetsspoke to prime minister abe of japan who is very enthusiastic about talks with north korea . also discussing opening up japan to much better trade with the u . s . currently have a massive 100 billion trade deficit . not fair or sustainable . it will all work out ! chinese president xi jinping and i spoke at length about the meeting with kim jong un of north korea . president xi told me he appreciates that the u . s . is working to solve the problem diplomatically rather than going with the ominous alternative . china continues to be helpful ! congratulations to kristian saucier a man who has served proudly in the navy on your newly found freedom . now you can go out and have the life you deserve ! chinese president xi xinping and i spoke at length about the meeting with kim jong un of north korea . president xi told me he appreciates that the u . s . is working to solve the problem diplomatically rather than going with the ominous alternative . china continues to be helpful ! we are deeply saddened by the tragic situation in yountville and mourn the loss of three incredible women who cared for our veterans . the deal with north korea is very much in the making and will be if completed a very good one for the world . time and place to be determined .
488,6,rasmussen and others have my approval ratings at around 50 which is higher than obama and yet the political pundits love saying my approval ratings are somewhat low . they know they are lying when they say it . turn off the show fake news ! the democrats continue to obstruct the confirmation of hundreds of good and talented people who are needed to run our government . . . a record in u . s . history . state department ambassadors and many others are being slow walked . senate must approve now ! the republicans are 5 0 in recent congressional races a point which the fake news media continuously fails to mention . i backed and campaigned for all of the winners . they give me credit for one . hopefully rick saccone will be another big win on tuesday . . . . have shown conclusively that there was no collusion with russia . . just excuse for losing . the only collusion was that done by the dnc the democrats and crooked hillary . the writer of the story maggie haberman a hillary flunky knows nothing about me and is not given access . the failing new york times purposely wrote a false story stating that i am unhappy with my legal team on the russia case and am going to add another lawyer to help out . wrong . i am very happy with my lawyers john dowd ty cobb and jay sekulow . they are doing a great job and . . . . . epic crowd in moon township pennsylvania tonight . thank you ! get out on tuesday and vote for rick saccone4pa18 . together we are making america great again ! https : t . co ckbcosdq2l
489,6,it was my great honor to welcome the 2017 world series champion houston astros to the whitehouse ! houstonstrong https : t . co io6b42jixathe pittsburgh post gazette just endorsed rick saccone for congress . he will be much better for steel and business . very strong on experience and what our country needs . lamb will always vote for pelosi and dems . . . . will raise taxes weak on crime and border . if schools are mandated to be gun free zones violence and danger are given an open invitation to enter . almost all school shootings are in gun free zones . cowards will only go where there is no deterrent ! . . . . on 18 to 21 age limits watching court cases and rulings before acting . states are making this decision . things are moving rapidly on this but not much political support to put it mildly . very strong improvement and strengthening of background checks will be fully backed by white house . legislation moving forward . bump stocks will soon be out . highly trained expert teachers will be allowed to conceal carry subject to state law . armed guards ok deterrent ! . . . . . . . secretary of commerce wilbur ross will be speaking with representatives of the european union about eliminating the large tariffs and barriers they use against the u . s . a . not fair to our farmers and manufacturers .
490,8,it was my great honor to deliver a message at the marine core air station miramar to our great u . s . military straight from the heart of the american people : we support you we thank you we love you and we will always have your back ! https : t . co negcr6rm7yif we don t have a wall system we re not going to have a country . congress must fund the border wall amp ; prohibit grants to sanctuary jurisdictions that threaten the security of our country amp ; the people of our country . we must enforce our laws amp ; protect our people ! buildthewall https : t . co ngqnueukvjcalifornia s sanctuary policies are illegal and unconstitutional and put the safety and security of our entire nation at risk . thousands of dangerous amp ; violent criminal aliens are released as a result of sanctuary policies set free to prey on innocent americans . this must stop ! according to the center for immigration studies the 18 billion wall will pay for itself by curbing the importation of crime drugs and illegal immigrants who tend to go on the federal dole . . . https : t . co ndlc6jzwweheading to see the border wall prototypes in california ! https : t . co fu6ukc271lmike pompeo director of the cia will become our new secretary of state . he will do a fantastic job ! thank you to rex tillerson for his service ! gina haspel will become the new director of the cia and the first woman so chosen . congratulations to all ! the economy is raging at an all time high and is set to get even better . jobs and wages up . vote for rick saccone and keep it going ! the house intelligence committee has after a 14 month long in depth investigation found no evidence of collusion or coordination between the trump campaign and russia to influence the 2016 presidential election .
491,10,it was wonderful to be back in missouri where our push for historic tax cuts all began . six months ago i promised that we would cut taxes to bring main street roaring back and that is exactly what is happening ! https : t . co 4kpofeii3itogether we are making america great again ! https : t . co cuutl5szxqtoday the house took major steps toward securing our schools by passing the stop school violence act . we must put the safety of america 's children first by improving training and by giving schools and law enforcement better tools . a tragedy like parkland can't happen ever again ! thank you for hosting ! maga https : t . co 9phh60dvlxwe cannot keep a blind eye to the rampant unfair trade practices against our country ! five of our incredible cabinet secretaries are testifying on the hill this morning on the need to rebuild our nation s crumbling infrastructure . we need to build fast amp ; we need to build for our future . thank you senatecommerce for hosting this hearing ! infrastructureinamericaperhaps at no time in history have the business fundamentals of u . s . companies been better than they are today ! hundreds of good people including very important ambassadors and judges are being blocked and or slow walked by the democrats in the senate . many important positions in government are unfilled because of this obstruction . worst in u . s . history ! all across this nation we pray for our country and we thank god for our united states marines ! thank you . god bless you . and god bless america ! https : t . co vkxbd0cgh1it was my great honor to deliver a message at the marine corps air station miramar to our great u . s . military straight from the heart of the american people : we support you we thank you we love you and we will always have your back ! https : t . co oct1nh3don
492,6,continuing to monitor the heartbreaking bridge collapse at fiu so tragic . many brave first responders rushed in to save lives . thank you for your courage . praying this evening for all who are affected . it was my honor to welcome prime minister leo varadkar of ireland to the whitehouse ! https : t . co zt3wnizr2lrt whitehouse : yesterday five cabinet secretaries testified on the hill on the need to rebuild our nation 's crumbling infrastructure . pr we do have a trade deficit with canada as we do with almost all countries some of them massive . p . m . justin trudeau of canada a very good guy doesn t like saying that canada has a surplus vs . the u . s . negotiating but they do . . . they almost all do . . . and that s how i know ! larry kudlow will be my chief economic advisor as director of the national economic council . our country will have many years of great economic amp ; financial success with low taxes unparalleled innovation fair trade and an ever expanding labor force leading the way ! magaplease join me with your thoughts and prayers for both aviators their families and our incredible usnavy . https : t . co 60bhhrp8y1
493,4,u . s . consumer confidence hits 14 year high https : t . co txjssrom64it would be great for the republican party of nevada and it s unity if good guy danny tarkanian would run for congress and dean heller who is doing a really good job could run for senate unopposed ! our thoughts and prayers go out to the families and loved ones of the brave troops lost in the helicopter crash on the iraq syria border yesterday . their sacrifice in service to our country will never be forgotten . president donald j . trump delivers remarks at the shamrock bowl presentation by prime minister varadkar in the east room of the white house https : t . co zbogpae09g
494,4,the fake news is beside themselves that mccabe was caught called out and fired . how many hundreds of thousands of dollars was given to wife s campaign by crooked h friend terry m who was also under investigation ? how many lies ? how many leaks ? comey knew it all and much more ! as the house intelligence committee has concluded there was no collusion between russia and the trump campaign . as many are now finding out however there was tremendous leaking lying and corruption at the highest levels of the fbi justice amp ; state . draintheswamphappy stpatricksday https : t . co 4vvsw2smhbandrew mccabe fired a great day for the hard working men and women of the fbi a great day for democracy . sanctimonious james comey was his boss and made mccabe look like a choirboy . he knew all about the lies and corruption going on at the highest levels of the fbi !
495,4,why does the mueller team have 13 hardened democrats some big crooked hillary supporters and zero republicans ? another dem recently added . . . does anyone think this is fair ? and yet there is no collusion ! spent very little time with andrew mccabe but he never took notes when he was with me . i don t believe he made memos except to help his own agenda probably at a later date . same with lying james comey . can we call them fake memos ? wow watch comey lie under oath to senator g when asked have you ever been an anonymous source . . . or known someone else to be an anonymous source . . . ? he said strongly never no . he lied as shown clearly on foxandfriends . the mueller probe should never have been started in that there was no collusion and there was no crime . it was based on fraudulent activities and a fake dossier paid for by crooked hillary and the dnc and improperly used in fisa court for surveillance of my campaign . witch hunt !
496,3,rt whitehouse : the opioid crisis has created stories of despair of shock but also stories of recovery amp ; hope . president trump is asking e a total witch hunt with massive conflicts of interest ! . seanhannity on foxandfriends now ! great ! 8 : 18 a . m .
497,2,our nation was founded by farmers . our independence was won by farmers . and our continent was tamed by farmers . our farmers always lead the way we are proud of them and we are delivering for them ! nationalagriculturedaythe democrats do not want to help daca . would be so easy to make a deal !
498,7,. . . . . they can help solve problems with north korea syria ukraine isis iran and even the coming arms race . bush tried to get along but didn t have the smarts . obama and clinton tried but didn t have the energy or chemistry remember reset . peace through strength ! i called president putin of russia to congratulate him on his election victory in past obama called him also . the fake news media is crazed because they wanted me to excoriate him . they are wrong ! getting along with russia and others is a good thing not a bad thing . . . . . . . special council is told to find crimes whether a crime exists or not . i was opposed to the selection of mueller to be special council . i am still opposed to it . i think president trump was right when he said there never should have been a special council appointed because . . . . . . . . there was no probable cause for believing that there was any crime collusion or otherwise or obstruction of justice ! so stated by harvard law professor alan dershowitz . special council is told to find crimes wether crimes exist or not . i was opposed the the selection of mueller to be special council i still am opposed to it . i think president trump was right when he said there never should have been a special council appointed because . . . . . department of justice should have urged the supreme court to at least hear the drivers license case on illegal immigrants in arizona . i agree with loudobbs . should have sought review . austin bombing suspect is dead . great job by law enforcement and all concerned !
499,8,i am pleased to announce that effective 4 9 18 ambjohnbolton will be my new national security advisor . i am very thankful for the service of general h . r . mcmaster who has done an outstanding job amp ; will always remain my friend . there will be an official contact handover on 4 9 . my honor charlie thank you ! maga https : t . co zbxfxnvmlpas a candidate i pledged that if elected i would use every lawful tool to combat unfair trade protect american workers and defend our national security . today we took another critical step to fulfill that commitment . https : t . co 7nbi0dibmx https : t . co nmzqos3buart flotus : greetings from whitehouse https : t . co mjuhfqglyzremember when they were saying during the campaign that donald trump is giving great speeches and drawing big crowds but he is spending much less money and not using social media as well as crooked hillary s large and highly sophisticated staff . well not saying that anymore ! crazy joe biden is trying to act like a tough guy . actually he is weak both mentally and physically and yet he threatens me for the second time with physical assault . he doesn t know me but he would go down fast and hard crying all the way . don t threaten people joe ! democrats refused to take care of daca . would have been so easy but they just didn t care . i had to fight for military and start of wall . got 1 . 6 billion to start wall on southern border rest will be forthcoming . most importantly got 700 billion to rebuild our military 716 billion next year . . . most ever . had to waste money on dem giveaways in order to take care of military pay increase and new equipment .
