date_idx,num_tweets,text
87,7,we must keep evil out of our country ! a new radical islamic terrorist has just attacked in louvre museum in paris . tourists were locked down . france on edge again . get smart u . s . professional anarchists thugs and paid protesters are proving the point of the millions of people who voted to make america great again ! meeting with biggest business leaders this morning . good jobs are coming back to u . s . health care and tax bills are being crafted now ! thank you to prime minister of australia for telling the truth about our very civil conversation that fake news media lied about . very nice ! iran is playing with fire they don't appreciate how kind president obama was to them . not me ! yes arnold schwarzenegger did a really bad job as governor of california and even worse on the apprentice . . . but at least he tried hard !
88,9,why aren't the lawyers looking at and using the federal court decision in boston which is at conflict with ridiculous lift ban decision ? because the ban was lifted by a judge many very bad and dangerous people may be pouring into our country . a terrible decisionwhat is our country coming to when a judge can halt a homeland security travel ban and anyone even with bad intentions can come into u . s . ? make america great again ! after being forced to apologize for its bad and inaccurate coverage of me after winning the election the fake news nytimes is still lost ! the opinion of this so called judge which essentially takes law enforcement away from our country is ridiculous and will be overturned ! interesting that certain middle eastern countries agree with the ban . they know if certain people are allowed in it 's death amp ; destruction ! when a country is no longer able to say who can and who cannot come in amp ; out especially for reasons of safety amp ; . security big trouble ! countries charge u . s . companies taxes or tariffs while the u . s . charges them nothing or little . we should charge them same as they charge us !
89,6,enjoy the superbowl and then we continue : make america great again ! i will be interviewed by oreillyfactor at 4 : 00 p . m . prior to the superbowl pre game show on fox network . enjoy ! i have instructed homeland security to check people coming into our country very carefully . the courts are making the job very difficult ! just cannot believe a judge would put our country in such peril . if something happens blame him and court system . people pouring in . bad ! the judge opens up our country to potential terrorists and others that do not have our best interests at heart . bad people are very happy ! interview with oreillyfactor on fox network 4 : 00 p . m . prior to super bowl . enjoy !
90,6,an extended interview from the super bowl with oreillyfactor airs tonight at 8 : 00 p . m . enjoy ! https : t . co kzdhqantvrthe failing nytimes writes total fiction concerning me . they have gotten it wrong for two years and now are making up stories amp ; sources ! will be interviewed on oreillyfactor tonight at 8 : 00 p . m . i call my own shots largely based on an accumulation of data and everyone knows it . some fake news media in order to marginalize lies ! any negative polls are fake news just like the cnn abc nbc polls in the election . sorry people want border security and extreme vetting . what an amazing comeback and win by the patriots . tom brady bob kraft and coach b are total winners . wow !
91,5,an honor having the national sheriffs ' assoc . join me at the whitehouse . incredible men amp ; women who protect amp ; serv https : t . co 1lkhbcnh8li don't know putin have no deals in russia and the haters are going crazy yet obama can make a deal with iran 1 in terror no problem ! i don't know putin have no deals in russia and the haters are going crazy yet obama can make a deal with iran 1in terror no problem ! the threat from radical islamic terrorism is very real just look at what is happening in europe and the middle east . courts must act fast ! the failing nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win . now they are worse !
92,11,'trump administration seen as more truthful than news media'https : t . co 6lmsr5josw'majority in leading eu nations support trump style travel ban ' poll of more than 10000 people in 10 countries . . . https : t . co kwsiwhtc9o'immigration ban is one of trump 's most popular orders so far ' https : t . co waelwuq4bethank you brian krzanich ceo of intel . a great investment 7 billion in american innovation and jobs ! https : t . co oicfdspkhqbig increase in traffic into our country from certain areas while our people are far more vulnerable as we wait for what should be easy d ! '16 fake news stories reporters have run since trump won ' https : t . co 0dhld5kivcmy daughter ivanka has been treated so unfairly by nordstrom . she is a great person always pushing me to do the right thing ! terrible ! thank you to our great police chiefs amp ; sheriffs for your leadership amp ; service . you have a true friend in the https : t . co lysnv8zr1hi will be speaking at 9 : 00 a . m . today to police chiefs and sheriffs and will be discussing the horrible dangerous and wrong decision . . . . . . . if the u . s . does not win this case as it so obviously should we can never have the security and safety to which we are entitled . politics ! it is a disgrace that my full cabinet is still not in place the longest such delay in the history of our country . obstruction by democrats !
93,8,see you in court the security of our nation is at stake ! join us live in the oval office for the swearing in of our new attorney general senatorsessions ! live : https : t . co qew6vjog4a . . ryan died on a winning mission according to general mattis not a failure . time for the u . s . to get smart and start winning again ! . . . long he doesn't know how to win anymore just look at the mess our country is in bogged down in conflict all over the place . our hero . . sen . mccain should not be talking about the success or failure of a mission to the media . only emboldens the enemy ! he 's been losing so . . . . chris cuomo in his interview with sen . blumenthal never asked him about his long term lie about his brave service in vietnam . fake news ! sen . richard blumenthal who never fought in vietnam when he said for years he had major lie now misrepresents what judge gorsuch told him ? congratulations to our new attorney general senatorsessions ! https : t . co e0bup1k83z
94,3,heading to joint base andrews on marineone with prime minister shinz earlier today . https : t . co 4jfhyydehothe failing nytimes does major fake news china story saying mr . xi has not spoken to mr . trump since nov . 14 . we spoke at length yesterday ! lawfare : remarkably in the entire opinion the panel did not bother even to cite this the statute . a disgraceful decision !
95,9,a working dinner tonight with prime minister abe of japan and his representatives at the winter white house mar a lago . very good talks ! played golf today with prime minister abe of japan and thebig easy ernie els and had a great time . japan is very well represented ! playef golf today with prime minister abe of japan and thebig easy ernie els and had a great time . japan is very well represented ! i am so proud of my daughter ivanka . to be abused and treated so badly by the media and to still hold her head so high is truly wonderful ! having a great time hosting prime minister shinzo abe in the united states ! https : t . co fvjsac89qs https : t . co hkqbmb2aq9melania and i are hosting japanese prime minister shinzo abe and mrs . abe at mar a lago in palm beach fla . they are a wonderful couple ! . . . design or negotiations yet . when i do just like with the f 35 fighterjet or the air force one program price will come way down ! i am reading that the great border wall will cost more than the government originally thought but i have not gotten involved in the . . . . . our legal system is broken ! 77 of refugees allowed into u . s . since travel reprieve hail from seven suspect countries . wt so dangerous !
96,9,just leaving florida . big crowds of enthusiastic supporters lining the road that the fake news media refuses to mention . very dishonest ! congratulations stephen miller on representing me this morning on the various sunday morning shows . great job ! i know mark cuban well . he backed me big time but i wasn't interested in taking all of his calls . he 's not smart enough to run for president ! after two days of very productive talks prime minister abe is heading back to japan . lwhile on fake news cnn bernie sanders was cut off for using the term fake news to describe the network . they said technical difficulties ! 72 of refugees admitted into u . s . 2 3 2 11 during court breakdown are from 7 countries : syria iraq somalia iran sudan libya amp ; yementhe crackdown on illegal criminals is merely the keeping of my campaign promise . gang members drug dealers amp ; others are being removed ! icymi : joint statement with prime minister shinzo abe on north korea . https : t . co qec87fkb1drt scavino45 : live joint statement by president trump and prime minister shinzo abe : https : t . co c3fe5cuaas
97,3,wonderful meeting with canadian pm justintrudeau and a group of leading ceo 's amp ; business women from canada and th https : t . co waocoayez6welcome to the whitehouse prime minister justintrudeau ! https : t . co wkgf8zo9ritoday i will meet with canadian pm trudeau and a group of leading business women to discuss women in the workforce . https : t . co bfahprxhdp
98,6,obamacare continues to fail . humana to pull out in 2018 . will repeal replace amp ; save healthcare for all americans . https : t . co glweq0lnr4'remarks by president trump at signing of h . j . resolution 41'https : t . co q3mocgac54 https : t . co ygddtkm9brgreat parent teacher listening session this morning with vp pence amp ; usedgov secretary betsydevos . watch : https : t . co nults513otthe real story here is why are there so many illegal leaks coming out of washington ? will these leaks be happening as i deal on n . korea etc ? congratulations to our new vasecretary dr . david shulkin . time to take care of veterans who have fought to protect https : t . co fnewjbhuw4congratulations treasury secretary steven mnuchin ! icymi watch here : https : t . co rpsmw4yd7y https : t . co k8twllxiyk
99,11,venezuela should allow leopoldo lopez a political prisoner amp ; husband of liliantintori just met w marcorubio o https : t . co hhge51dtsnaetna ceo : obamacare in 'death spiral ' repealandreplace https : t . co dmhl7xieqvjoin me in florida this saturday at 5pm for a rally at the orlando melbourne international airport ! tickets : https : t . co oigfxfecppwelcome to the united states israelipm benjamin amp ; sara ! icymi joint press conference : https : t . co gn6alwuusn https : t . co bh60nbl5fpgreat listening session with ceo 's of the retail industry leaders association this morning ! https : t . co sy6xjcwfcfthe real scandal here is that classified information is illegally given out by intelligence like candy . very un american ! crimea was taken by russia during the obama administration . was obama too soft on russia ? thank you to eli lake of the bloomberg view the nsa amp ; fbi . . . should not interfere in our politics . . . and is very serious situation for usainformation is being illegally given to the failing nytimes amp ; washingtonpost by the intelligence community nsa and fbi ? . just like russiathis russian connection non sense is merely an attempt to cover up the many mistakes made in hillary clinton 's losing campaign . the fake news media is going crazy with their conspiracy theories and blind hatred . msnbc amp ; cnn are unwatchable . foxandfriends is great !
100,6,'trump signs bill undoing obama coal mining rule ' https : t . co ymft5r5rghthe democrats had to come up with a story as to why they lost the election and so badly 306 so they made up a story russia . fake news ! fake news media which makes up stories and sources is far more effective than the discredited democrats but they are fading fast ! the spotlight has finally been put on the low life leakers ! they will be caught ! leaking and even illegal classified leaking has been a big problem in washington for years . failing nytimes and others must apologize ! stock market hits new high with longest winning streak in decades . great level of confidence and optimism even before tax plan rollout !
101,8,one of the most effective press conferences i've ever seen ! says rush limbaugh . many agree . yet fake media calls it differently ! dishonestthe fake news media failing nytimes nbcnews abc cbs cnn is not my enemy it is the enemy of the american people ! the fake news media failing nytimes cnn nbcnews and many more is not my enemy it is the enemy of the american people . sick ! join me at 11 : 00am : watch here : https : t . co veqkmsgawf https : t . co uzndijiqjmgeneral keith kellogg who i have known for a long time is very much in play for nsa as are three others . thank you for all of the nice statements on the press conference yesterday . rush limbaugh said one of greatest ever . fake media not happy ! going to charleston south carolina in order to spend time with boeing and talk jobs ! look forward to it . despite the long delays by the democrats in finally approving dr . tom price the repeal and replacement of obamacare is moving fast !
102,4,getting ready to leave for melbourne florida . see you all soon ! will be having many meetings this weekend at the southern white house . big 5 : 00 p . m . speech in melbourne florida . a lot to talk about ! don't believe the main stream fake news media . the white house is running very well . i inherited a mess and am in the process of fixing it . looking forward to the florida rally tomorrow . big crowd expected !
103,1,my statement as to what 's happening in sweden was in reference to a story that was broadcast on foxnews concerning immigrants amp ; sweden .
104,4,just named general h . r . mcmaster national security advisor . meeting with generals at mar a lago in florida . very interesting ! happy presidents day make america great again ! give the public a break the fake news media is trying to say that large scale immigration in sweden is working out just beautifully . not !
105,3,the so called angry crowds in home districts of some republicans are actually in numerous cases planned out by liberal activists . sad ! 'americans overwhelmingly oppose sanctuary cities ' https : t . co s5qvsjwa6ucongratulations to our new national security advisor general h . r . mcmaster . video : https : t . co bkn9r225kk https : t . co vbxcj1b6pv
106,2,very much enjoyed my tour of the smithsonian 's national museum of african american history and culture . . . a great job done by amazing people ! one thing i will say about rep . keith ellison in his fight to lead the dnc is that he was the one who predicted early that i would win !
107,1,'s amp ; p 500 edges higher after trump renews jobs pledge ' https : t . co wtrrjvfmvu
108,6,trump vows to fight 'epidemic ' of human trafficking https : t . co odlz2ndrtagoing to cpac ! find the leakers within the fbi itself . classified information is being given to media that could have a devastating effect on u . s . find nowthe fbi is totally unable to stop the national security leakers that have permeated our government for a long time . they can't even . . . . . . big interview tonight by henry kravis at the business council of washington . looking forward to it ! seven people shot and killed yesterday in chicago . what is going on there totally out of control . chicago needs help !
109,7,congratulations to thomas perez who has just been named chairman of the dnc . i could not be happier for him or for the republican party ! i will not be attending the white house correspondents ' association dinner this year . please wish everyone well and have a great evening ! weekly address from whitehouse : https : t . co uaoqshboqb https : t . co 7ef6ac6kecgreat optimism for future of u . s . business and jobs with the dow having an 11th straight record close . big tax amp ; regulation cuts coming ! the media has not reported that the national debt in my first month went down by 12 billion vs a 200 billion increase in obama first mo . maybe the millions of people who voted to make america great again should have their own rally . it would be the biggest of them all ! fake news media knowingly doesn't tell the truth . a great danger to our country . the failing nytimes has become a joke . likewise cnn . sad !
110,4,big dinner with governors tonight at white house . much to be discussed including healthcare . russia talk is fake news put out by the dems and played up by the media in order to mask the big election defeat and the illegal leaks ! for first time the failing nytimes will take an ad a bad one to help save its failing reputation . try reporting accurately amp ; fairly ! the race for dnc chairman was of course totally rigged . bernie 's guy like bernie himself never had a chance . clinton demanded perez !
111,2,gop now viewed more favorably than dems in trump era per nbc wsj poll via hotlinejosh : https : t . co soebxtg2zdgreat meeting with ceos of leading u . s . health insurance companies who provide great healthcare to the american peo https : t . co 60jigi6ffs
112,1,i will be interviewed on foxandfriends at 6 : 00 a . m . enjoy !
113,3,thank you ! jointsession maga https : t . co rdo6jt2pipjoin me live at 9 : 00 p . m . jointaddress https : t . co j882zbyvkj https : t . co gttk3vjmku
114,1,since november 8th election day the stock market has posted 3 . 2 trillion in gains and consumer confidence is at a 15 year high . jobs !
115,13,make america great again ! https : t . co kuqizdz4rai hereby demand a second investigation after schumer of pelosi for her close ties to russia and lying about it . https : t . co qcdljff3wni hearby demand a second investigation after schumer of pelosi for her close ties to russia and lying about it . https : t . co qcdljff3wnwe must fix our education system for our kids to make america great again . wonderful day at saint andrew in orlando . https : t . co otjahcvlzfi hear by demand a second investigation after schumer of pelosi for her close ties to russia and lying about it . https : t . co qcdljff3wnwe should start an immediate investigation into senschumer and his ties to russia and putin . a total hypocrite ! https : t . co ik3yqjhzsaweekly addressjoin me here : https : t . co seavqk5zy5 https : t . co enyxyeqgcpit is so pathetic that the dems have still not approved my full cabinet . nick adams new book green card warrior is a must read . the merit based system is the way to go . canada australia ! foxandfriends . . . is all of the illegal leaks of classified and other information . it is a total witch hunt ! . . . to win . the democrats are overplaying their hand . they lost the election and now they have lost their grip on reality . the real story . . . . . . intentional . this whole narrative is a way of saving face for democrats losing an election that everyone thought they were supposed . . . . . jeff sessions is an honest man . he did not say anything wrong . he could have stated his response more accurately but it was clearly not . . . .
116,7,arnold schwarzenegger isn't voluntarily leaving the apprentice he was fired by his bad pathetic ratings not by me . sad end to great showhow low has president obama gone to tapp my phones during the very sacred election process . this is nixon watergate . bad or sick guy ! i'd bet a good lawyer could make a great case out of the fact that president obama was tapping my phones in october just prior to election ! is it legal for a sitting president to be wire tapping a race for president prior to an election ? turned down by court earlier . a new low ! just out : the same russian ambassador that met jeff sessions visited the obama white house 22 times and 4 times last year alone . terrible ! just found out that obama had my wires tapped in trump tower just before the victory . nothing found . this is mccarthyism ! the first meeting jeff sessions had with the russian amb was set up by the obama administration under education program for 100 ambs . . . . . .
117,3,thank you for the great rallies all across the country . tremendous support . make america great again ! who was it that secretly said to russian president tell vladimir that after the election i'll have more flexibility ? foxandfriendsis it true the dnc would not allow the fbi access to check server or other equipment after learning it was hacked ? can that be possible ?
118,4,there is an incredible spirit of optimism sweeping the country right now we're bringing back the jobs ! https : t . co bnslvkievj45000 construction amp ; manufacturing jobs in the u . s . gulf coast region . 20 billion investment . we are already winning again america ! buy american amp ; hire american are the principals at the core of my agenda which is : jobs jobs jobs ! thank you exxonmobil . 'president trump congratulates exxon mobil for job creating investment program'https : t . co adbzwhtq8s
119,8,don't let the fake news tell you that there is big infighting in the trump admin . we are getting along great and getting major things done ! i am working on a new system where there will be competition in the drug industry . pricing for the american people will come way down ! don't worry getting rid of state lines which will promote competition will be in phase 2 amp ; 3 of healthcare rollout . foxandfriendsfor eight years russia ran over president obama got stronger and stronger picked off crimea and added missiles . weak ! foxandfriendsour wonderful new healthcare bill is now out for review and negotiation . obamacare is a complete and total disaster is imploding fast ! 122 vicious prisoners released by the obama administration from gitmo have returned to the battlefield . just another terrible decision ! thank you to exxonmobil for your 20 billion investment that is creating more than 45000 manufacturing amp ; construction jobs in the usa ! buy american amp ; hire american are the principles at the core of my agenda which is : jobs jobs jobs ! thank you exxonmobil .
120,6,great news . we are only just beginning . together we are going to maga ! https : t . co bsp685q9qf https : t . co k7yebzsf6rmet with repcummings today at the whitehouse . great discussion ! linkedin workforce report : january and february were the strongest consecutive months for hiring since august and september 2015on international women 's day join me in honoring the critical role of women here in america amp ; around the world . i have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy . i feel sure that my friend randpaul will come along with the new and great health care program because he knows obamacare is a disaster !
121,4,honored to meet this years senateyouth delegates w vp pence in the east room of the whitehouse . congratulations https : t . co oqix7lybcv'u . s . consumer comfort just reached its highest level in a decade ' https : t . co s8nzgmemmv https : t . co xc0pira6epdespite what you hear in the press healthcare is coming along great . we are talking to many groups and it will end in a beautiful picture ! rt foxnation : . realdonaldtrump 's first full month in office sees biggest jobs gain 'in years' : report : https : t . co rx4bgi1mwk
122,3,weekly address 11 : 00 a . m . at the whitehouse ! maga https : t . co ysapjnsx2i https : t . co gb8itgzb6jrt drudge report : great again : 235000 https : t . co gkockgndtcrt foxandfriends : never give up . . . . that 's the worst thing you could do . there 's always a chance . kyle coddington 's message to those als
123,1,we are making great progress with healthcare . obamacare is imploding and will only get worse . republicans coming together to get job done !
124,1,rt americafirstpol : . potus trump led a historic journey to the white house . 50 days in that historic journey continues . take a look ht
125,5,meeting w washington d . c . mayorbowser and metro gm paul wiedefeld about incoming winter storm preparations here https : t . co mg0a4hq3bdproud to welcome our great cabinet this afternoon for our first meeting . unfortunately 4 seats were empty because s https : t . co bmyph832hfhealthcare listening session w vp amp ; secpricemd . watch : https : t . co 5ayq4dr8ip readthebill : https : t . co 1cqi0zbuv8obamacare is imploding . it is a disaster and 2017 will be the worst year yet by far ! republicans will come together and save the day . it is amazing how rude much of the media is to my very hard working representatives . be nice you will do much better !
126,2,great optimism in america and the results will be even better ! https : t . co sybl47csznjobs jobs jobs ! https : t . co wakqmkdpxa
127,7,thank you andrew jackson ! potus7 usa https : t . co gtowswxinvi will be interviewed by tuckercarlson tonight at 9 : 00 p . m . on foxnews . enjoy ! ceo 's most optimistic since 2009 . it will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut ! looking forward to a big rally in nashville tennessee tonight . big crowd of great people expected . will be fun ! will be going to detroit michigan love today for a big meeting on bringing back car production to state amp ; u . s . already happening ! can you imagine what the outcry would be if snoopdogg failing career and all had aimed and fired the gun at president obama ? jail time ! does anybody really believe that a reporter who nobody ever heard of went to his mailbox and found my tax returns ? nbcnews fake news !
128,7,my representatives had a great meeting w the hispanic chamber of commerce at the wh today . look forward to tremendous growth amp ; future mtgs ! great progress on healthcare . improvements being made republicans coming together ! rt ushcc : ushcc was delighted to host ivankatrump for a roundtable discussion w hispanic women biz owners today in washington ushcclegi an honor to welcome the taoiseach of ireland endakennytd to the whitehouse today with vp pence . https : t . co j3itl2isiqa budget that puts americafirst must make safety its no . 1 priority without safety there can be no prosperity : https : t . co 9lxx1iqo7mthank you nashville tennessee ! https : t . co 6snvq0dzxnin nashville tennessee ! lets make america great again ! https : t . co m5ur4vv6uh
129,9,great meeting with the republicanstudy committee this morning at the whitehouse ! https : t . co 8y2uohoyaythe president changed . so has small businesses ' confidencehttps : t . co datgjpmyejnorth korea is behaving very badly . they have been playing the united states for years . china has done little to help ! rt foxandfriends : fox news alert : jihadis using religious visa to enter us experts warn via foxfriendsfirst https : t . co pwxer9omqcrt foxandfriends : video : rep . scalise gop agrees on over 85 percent of health care bill https : t . co 05dtfjaubxrt americafirstpol : major impact : potus trump is 50 days in and moving swiftly to get america back on the right track . maga https : t . c rt foxnews : jobs created in february . https : t . co soamdxxta8happy l fheile phadraig to all of my great irish friends ! rt diamondandsilk : when the president says you're fired that means : pack yo stuff and go not say you refuse to go ! draintheswam
130,2,. . . vast sums of money to nato amp ; the united states must be paid more for the powerful and very expensive defense it provides to germany ! despite what you have heard from the fake news i had a great meeting with german chancellor angela merkel . nevertheless germany owes . . . . .
131,1,icymi : weekly address https : t . co ckvx2zga1x https : t . co dtgzlvlsgv
132,7,thank you louisville kentucky on my way ! maga https : t . co 3qsbsib6ktcongratulations eric amp ; lara . very proud and happy for the two of you ! https : t . co s0t3ctqc40what about all of the contact with the clinton campaign and the russians ? also is it true that the dnc would not let the fbi in to look ? just heard fake news cnn is doing polls again despite the fact that their election polls were a way off disaster . much higher ratings at foxthe real story that congress the fbi and all others should be looking into is the leaking of classified information . must find leaker now ! the democrats made up and pushed the russian story as an excuse for running a terrible campaign . big advantage in electoral college amp ; lost ! james clapper and others stated that there is no evidence potus colluded with russia . this story is fake news and everyone knows it !
133,4,today on nationalagday we honor our great american farmers amp ; ranchers . their hard work amp ; dedication are ingrained https : t . co ipgrhly2zjhonored to sign s . 442 today . with this legislation we support nasa 's scientists engineers and astronauts in the https : t . co z5vwluvjqxjoined the housegop conference this morning at the u . s . capitol . https : t . co 03e4ybiwr0 passthebill maga https : t . co 3swdfwgqtpthank you louisville kentucky . together we will make america safe and great again ! https : t . co qggwewuvek
134,1,big day for healthcare . working hard !
135,7,it was an honor to welcome so many truckers and trucking industry leaders to the whitehouse today ! https : t . co m1veoovbnewe are taking action to repealandreplace obamacare ! contact your rep amp ; tell them you support ahca . passthebill https : t . co 5lsrdjxfzba great american kurt cochran was killed in the london terror attack . my prayers and condolences are with his family and friends . just watched the totally biased and fake news reports of the so called russia story on nbc and abc . such dishonesty ! spoke to u . k . prime minister theresa may today to offer condolences on the terrorist attack in london . she is strong and doing very well . rt mitchellvii : trump always ends up being right . it 's almost a little freaky . rt mitchellvii : exactly as i said house intel chair : we cannot rule out sr . obama officials were involved in trump surveillance https :
136,4,today i was thrilled to announce a commitment of 25 billion amp ; 20k american jobs over the next 4 years . thank you https : t . co nwj1hnmzortoday i was pleased to announce the official approval of the presidential permit for the keystonepipeline . a grea https : t . co gwno2xauegthe irony is that the freedom caucus which is very pro life and against planned parenthood allows p . p . to continue if they stop this plan ! after seven horrible years of obamacare skyrocketing premiums amp ; deductibles bad healthcare this is finally your chance for a great plan !
137,4,thanks you for all of the trump rallies today . amazing support . we will all make america great again ! watch judgejeanine on foxnews tonight at 9 : 00 p . m . obamacare will explode and we will all get together and piece together a great healthcare plan for the people . do not worry ! happy medalofhonorday to our heroes ! https : t . co juab1rmmh0 https : t . co sw5ea1owuf
138,1,democrats are smiling in d . c . that the freedom caucus with the help of club for growth and heritage have saved planned parenthood amp ; ocare !
139,1,general kelly is doing a great job at the border . numbers are way down . many are not even trying to come in anymore .
140,10,why doesn't fake news talk about podesta ties to russia as covered by foxnews or money from russia to clinton sale of uranium ? a new era in american energy ! madeintheusa watch here : https : t . co eg02fdlkba https : t . co xt12jqoiqjit was an honor to welcome glfop to the whitehouse today with vp pence amp ; attorney general sessions . thank you fo https : t . co vhztb4c69hthe failing nytimes would do much better if they were honest ! https : t . co aty8r3kns2watch foxandfriends now on podesta and russia ! big announcement by ford today . major investment to be made in three michigan plants . car companies coming back to u . s . jobs ! jobs ! jobs ! the democrats will make a deal with me on healthcare as soon as obamacare folds not long . do not worry we are in very good shape ! the republican house freedom caucus was able to snatch defeat from the jaws of victory . after so many bad years they were ready for a win ! . . . money to bill the hillary russian reset praise of russia by hillary or podesta russian company . trump russia story is a hoax . maga ! why isn't the house intelligence committee looking into the bill amp ; hillary deal that allowed big uranium to go to russia russian speech . . . .
141,4,. flotus melania and i were honored to stop by the women 's empowerment panel this afternoon at the whitehouse . https : t . co phlpw8lgtutoday 's eo established a commission on combating drug addiction and the opioid crisis . watch listening session https : t . co oof2ediqstif the people of our great country could only see how viciously and inaccurately my administration is covered by certain media ! remember when the failing nytimes apologized to its subscribers right after the election because their coverage was so wrong . now worse !
142,9,. . . and job losses . american companies must be prepared to look at other alternatives . the meeting next week with china will be a very difficult one in that we can no longer have massive trade deficits . . . where are repmarkmeadows jim jordan and raul labrador ? repealandreplace obamacareif repmarkmeadows jim jordan and raul labrador would get on board we would have both great healthcare and massive tax cuts amp ; reform . if repmarkmeadows jim jordan and raul labrador would get on board we would have both great healthcare and massive tax cuts amp ; reform . great op ed from repkenbuck . looks like some in the freedom caucus are helping me end obamacare . https : t . co y2vtnibtbzthe failing nytimes has disgraced the media world . gotten me wrong for two solid years . change libel laws ? https : t . co qiqlgvyllithe freedom caucus will hurt the entire republican agenda if they don't get on the team amp ; fast . we must fight them amp ; dems in 2018 ! today we honored our true american heroes on the first ever national vietnam war veterans day . thankaveteran https : t . co deohapcv4j
143,8,we are going to defend our industry amp ; create a level playing field for the american worker . it is time to put https : t . co dzpkjmghj1'trump celebrates american manufacturing survey showing highest level of optimism in 20 years ' https : t . co cvwxoa1mjyit is an exciting time for our country ! weeklyaddress confirmgorsuch https : t . co tp4bkvtobq confirmgorsuch scotus https : t . co wkqhymcya3great meeting with a wonderful woman today former secretary of state condoleezza rice ! usa https : t . co zuriic3ywgit was an honor to welcome the prime minister of denmark lars l kke rasmussen larsloekke to the whitehouse yes https : t . co n1g0tivnspmike flynn should ask for immunity in that this is a witch hunt excuse for big election loss by media amp ; dems of historic proportion ! only by enlisting the full potential of women in our society will we be truly able to makeamericagreatagain https : t . co cxhgyaxiek
144,8,thank you jclayfield will get even better as my administration continues to put americafirst https : t . co aqqzmt10x7 . . not associated with russia . trump team spied on before he was nominated . if this is true does not get much bigger . would be sad for u . s . wow foxnews just reporting big news . source : official behind unmasking is high up . known intel official is responsible . some unmasked . . . . . . . use subsidies to buy health plans . in other words ocare is dead . good things will happen however either with republicans or dems . the failing nytimes finally gets it in places where no insurance company offers plans there will be no way for obamacare customers to . . rt danscavino : . potus realdonaldtrump signs executive orders on trade that will set the stage for revival in american manufacturing . am it is the same fake news media that said there is no path to victory for trump that is now pushing the phony russia story . a total scam ! when will sleepy eyes chuck todd and nbcnews start talking about the obama surveillance scandal and stop with the fake trump russia story ?
145,3,the real story turns out to be surveillance and leaking ! find the leakers . talks on repealing and replacing obamacare are and have been going on and will continue until such time as a deal is hopefully struck . anybody especially fake news media who thinks that repeal amp ; replace of obamacare is dead does not know the love and strength in r party !
146,8,it was an honor to welcome president al sisi of egypt to the whitehouse as we renew the historic partnership betwe https : t . co 9mragvcphzlooking forward to hosting our heroes from the wounded warrior project wwp soldier ride to the whitehouse on th https : t . co qlc0qfd94xgetting ready to meet president al sisi of egypt . on behalf of the united states i look forward to a long and wonderful relationship . . foxnews from multiple sources : there was electronic surveillance of trump and people close to trump . this is unprecedented . fbidid hillary clinton ever apologize for receiving the answers to the debate ? just asking ! was the brother of john podesta paid big money to get the sanctions on russia lifted ? did hillary know ? such amazing reporting on unmasking and the crooked scheme against us by foxandfriends . spied on before nomination . the real story . melania and i are honored to light up the whitehouse this evening for worldautismawarenessday . join us amp ; liub . https : t . co tr3hqqywvv
147,4,great to talk jobs with nabtu2017 . tremendous spirit amp ; optimism we will deliver ! https : t . co 6lruqzzhrcthank you sean mcgarvey amp ; the entire governing board of presidents for honoring me w an invite to speak . nabtu2017 https : t . co djlzvlq6tj . whitehouse ceotownhall https : t . co adskuuxf1b https : t . co xhfq6zmf2hrt drudge report : rice ordered spy docs on trump ? https : t . co bl2nzrfxk9
148,1,i am deeply committed to preserving our strong relationship amp ; to strengthening america 's long standing support for https : t . co gxror3alce
149,2,it was an honor to host our american heroes from the wwp soldierridedc at the whitehouse today with flotus vp https : t . co u5ai1pupvvjobs jobs jobs ! https : t . co xgoqphywrt https : t . co b5qbn6llze
150,1,rt ivankatrump : very proud of arabella and joseph for their performance in honor of president xi jinping and madame peng liyuan 's official
151,5,judge gorsuch will be sworn in at the rose garden of the white house on monday at 11 : 00 a . m . he will be a great justice . very proud of him ! the reason you don't generally hit runways is that they are easy and inexpensive to quickly fix fill in and top ! congratulations to our great military men and women for representing the united states and the world so well in the syria attack . . . . goodwill and friendship was formed but only time will tell on trade . it was a great honor to have president xi jinping and madame peng liyuan of china as our guests in the united states . tremendous . . .
152,2,. . . confidence that president al sisi will handle situation properly . so sad to hear of the terrorist attack in egypt . u . s . strongly condemns . i have great . . .
153,3,happy passover to everyone celebrating in the united states of america israel and around the world . chagsameachcongratulations to justice neil gorsuch on his elevation to the united states supreme court . a great day for americ https : t . co rm9lftaepsthank you usnavy ! usa https : t . co od7l8vpgjq
154,5,great strategic amp ; policy ceo forum today with my cabinet secretaries and top ceo 's from around the united states . https : t . co pmgil08oppron estes is running today for congress in the great state of kansas . a wonderful guy i need his help on healthcare amp ; tax cuts reform . north korea is looking for trouble . if china decides to help that would be great . if not we will solve the problem without them ! u . s . a . i explained to the president of china that a trade deal with the u . s . will be far better for them if they solve the north korean problem ! rt foxnation : grateful syrians react to realdonaldtrump strike : 'i'll name my son donald ' https : t . co 7kexxsxlux syrianstrikes
